ID OMM station;Température (°C)
7110;9.500000
7110;9.900000
7110;6.600000
7110;13.100000
7110;6.600000
7110;9.700000
7110;10.200000
7110;9.800000
7110;10.200000
7110;12.500000
7110;7.800000
7110;11.500000
7110;10.600000
7110;11.400000
7110;9.500000
7110;6.500000
7110;8.700000
7110;9.400000
7110;9.700000
7110;7.700000
7110;12.700000
7110;8.800000
7110;10.300000
7110;9.600000
7110;10.400000
7110;7.500000
7110;8.700000
7110;10.700000
7110;5.200000
7110;9.500000
7110;9.500000
7110;11.500000
7110;12.100000
7110;9.400000
7110;11.600000
7110;10.400000
7110;9.900000
7110;9.400000
7110;8.500000
7110;9.200000
7110;11.700000
7110;6.900000
7110;8.200000
7110;11.000000
7110;11.600000
7110;9.400000
7110;4.900000
7110;12.100000
7110;7.000000
7110;9.400000
7110;7.500000
7110;7.200000
7110;11.700000
7110;9.000000
7110;10.600000
7110;10.700000
7110;10.000000
7110;7.500000
7110;11.500000
7110;9.100000
7110;10.800000
7117;12.500000
7117;11.300000
7117;11.500000
7117;9.600000
7117;10.200000
7117;12.500000
7117;13.100000
7117;10.300000
7117;9.200000
7117;10.100000
7117;7.700000
7117;8.000000
7117;2.900000
7117;11.200000
7117;13.000000
7117;7.700000
7117;8.800000
7117;12.600000
7117;12.600000
7117;8.700000
7117;8.700000
7117;7.400000
7117;9.800000
7117;6.700000
7117;9.500000
7117;11.400000
7117;12.800000
7117;7.900000
7117;11.500000
7117;9.000000
7117;12.600000
7117;3.100000
7117;10.500000
7117;10.600000
7117;8.400000
7117;12.500000
7117;10.300000
7117;10.600000
7117;12.800000
7117;7.100000
7117;9.200000
7117;5.600000
7117;10.100000
7117;11.500000
7117;8.300000
7117;7.300000
7117;7.600000
7117;14.300000
7117;12.500000
7117;9.200000
7117;11.600000
7117;13.400000
7117;11.800000
7117;12.500000
7117;8.100000
7117;11.000000
7117;10.600000
7117;8.000000
7117;10.400000
7117;8.400000
7117;9.100000
7117;9.300000
7117;9.300000
7117;7.100000
7117;9.400000
7117;10.000000
7117;12.200000
7117;8.200000
7117;12.400000
7117;12.800000
7117;13.500000
7117;6.400000
7117;4.500000
7117;10.200000
7117;8.400000
7117;8.600000
7117;7.600000
7117;8.700000
7117;9.600000
7117;7.200000
7117;10.000000
7117;9.100000
7117;7.600000
7117;12.000000
7117;10.700000
7117;7.400000
7117;9.600000
7117;8.700000
7117;10.700000
7117;10.500000
7117;11.800000
7117;9.500000
7117;9.400000
7117;7.700000
7117;11.700000
7117;10.700000
7117;7.400000
7117;8.400000
7117;9.800000
7117;8.800000
7117;9.600000
7117;6.600000
7117;12.700000
7117;9.000000
7117;8.300000
7117;10.000000
7117;10.200000
7117;7.900000
7117;6.900000
7117;13.500000
7117;9.700000
7117;8.300000
7117;9.400000
7117;13.100000
7117;8.000000
7117;7.200000
7117;6.600000
7117;10.600000
7117;13.300000
7117;9.700000
7130;12.800000
7130;9.700000
7130;4.200000
7130;9.600000
7130;9.600000
7130;11.200000
7130;12.300000
7130;12.400000
7130;3.800000
7130;2.100000
7130;6.800000
7130;6.400000
7130;12.500000
7130;12.900000
7130;5.900000
7130;6.000000
7130;7.900000
7130;11.600000
7130;12.300000
7130;9.000000
7130;8.000000
7130;9.800000
7130;8.200000
7130;0.400000
7130;13.200000
7130;3.300000
7130;10.300000
7130;10.000000
7130;12.300000
7130;11.800000
7130;11.800000
7130;13.500000
7130;11.100000
7130;12.600000
7130;9.000000
7130;11.000000
7130;8.800000
7130;7.800000
7130;7.500000
7130;6.600000
7130;12.400000
7130;5.500000
7130;9.000000
7130;11.400000
7130;5.800000
7130;10.100000
7130;9.000000
7130;8.200000
7130;7.700000
7130;10.200000
7130;10.200000
7130;12.400000
7130;11.400000
7130;11.600000
7130;7.200000
7130;8.600000
7130;13.300000
7130;7.900000
7130;8.200000
7130;5.000000
7130;9.300000
7130;8.800000
7130;3.200000
7130;8.200000
7130;11.900000
7130;12.100000
7130;4.500000
7130;10.800000
7130;5.500000
7130;7.100000
7130;11.600000
7130;10.800000
7130;8.200000
7130;12.000000
7130;11.900000
7130;6.400000
7130;9.600000
7130;11.200000
7130;11.700000
7130;8.300000
7130;7.400000
7130;8.400000
7130;9.100000
7130;13.000000
7130;5.200000
7130;10.800000
7130;10.000000
7130;8.400000
7130;11.100000
7130;12.900000
7130;9.400000
7130;8.600000
7130;5.300000
7130;12.100000
7130;4.800000
7130;4.300000
7130;8.600000
7130;10.100000
7130;5.900000
7130;12.200000
7130;9.400000
7130;3.500000
7130;1.500000
7130;-0.900000
7130;11.600000
7130;8.900000
7130;12.100000
7130;9.500000
7130;6.500000
7130;4.300000
7130;10.200000
7130;11.700000
7130;12.400000
7130;2.300000
7130;10.300000
7130;8.500000
7130;10.400000
7130;8.500000
7130;10.300000
7130;11.500000
7139;7.100000
7139;2.500000
7139;8.900000
7139;10.100000
7139;0.900000
7139;9.200000
7139;7.600000
7139;8.900000
7139;-0.200000
7139;11.400000
7139;5.900000
7139;5.000000
7139;8.500000
7139;5.900000
7139;9.900000
7139;-0.300000
7139;5.700000
7139;10.100000
7139;6.400000
7139;8.700000
7139;12.200000
7139;11.000000
7139;10.900000
7139;9.700000
7139;9.500000
7139;5.900000
7139;9.100000
7139;11.800000
7139;1.700000
7139;5.600000
7139;8.200000
7139;8.300000
7139;9.200000
7139;1.600000
7139;11.100000
7139;5.600000
7139;7.800000
7139;9.100000
7139;2.900000
7139;7.000000
7139;11.400000
7139;10.600000
7139;7.400000
7139;3.900000
7139;11.800000
7139;6.900000
7139;10.900000
7139;8.700000
7139;4.400000
7139;7.500000
7139;9.100000
7139;9.800000
7139;10.800000
7139;8.800000
7139;8.600000
7139;7.700000
7139;6.500000
7139;11.300000
7139;6.400000
7139;7.700000
7139;-1.400000
7139;5.000000
7139;3.000000
7139;6.600000
7139;8.600000
7139;10.600000
7139;9.200000
7139;3.300000
7139;6.000000
7139;5.700000
7139;8.500000
7139;9.500000
7139;6.500000
7139;6.500000
7139;8.300000
7139;6.000000
7139;3.200000
7139;9.400000
7139;7.000000
7139;6.600000
7139;11.500000
7139;1.900000
7139;9.800000
7139;2.600000
7139;10.000000
7139;9.000000
7139;6.900000
7139;6.100000
7139;6.800000
7139;11.900000
7139;8.900000
7139;10.400000
7139;6.600000
7139;11.700000
7139;7.600000
7139;7.700000
7139;7.500000
7139;6.400000
7139;1.200000
7139;8.100000
7139;6.300000
7139;8.800000
7139;5.600000
7139;9.200000
7139;4.700000
7139;10.300000
7139;1.600000
7139;3.900000
7139;7.300000
7139;8.500000
7139;9.500000
7139;11.400000
7139;5.700000
7139;9.400000
7139;9.000000
7139;7.400000
7139;7.600000
7139;3.500000
7139;5.900000
7139;6.400000
7149;11.600000
7149;8.000000
7149;0.800000
7149;6.000000
7149;8.100000
7149;8.300000
7149;8.200000
7149;8.400000
7149;11.600000
7149;8.700000
7149;10.400000
7149;8.700000
7149;2.500000
7149;4.300000
7149;0.300000
7149;9.600000
7149;10.300000
7149;11.900000
7149;8.600000
7149;0.900000
7149;11.300000
7149;6.800000
7149;6.900000
7149;5.400000
7149;8.500000
7149;9.300000
7149;5.600000
7149;11.300000
7149;9.600000
7149;5.800000
7149;3.600000
7149;8.300000
7149;7.800000
7149;9.000000
7149;8.100000
7149;8.900000
7149;2.100000
7149;2.800000
7149;7.500000
7149;6.500000
7149;6.700000
7149;11.300000
7149;11.400000
7149;3.800000
7149;4.800000
7149;6.800000
7149;11.900000
7149;12.000000
7149;11.400000
7149;9.300000
7149;11.600000
7149;6.800000
7149;8.700000
7149;7.800000
7149;11.300000
7149;8.600000
7149;9.400000
7149;10.000000
7149;8.200000
7149;7.100000
7149;6.700000
7149;3.400000
7149;0.900000
7149;5.100000
7149;8.400000
7149;3.700000
7149;3.900000
7149;9.700000
7149;9.100000
7149;9.800000
7149;8.100000
7149;8.100000
7149;11.500000
7149;11.600000
7149;8.100000
7149;7.500000
7149;3.600000
7149;10.900000
7149;4.300000
7149;8.100000
7149;7.500000
7149;7.700000
7149;10.500000
7149;7.500000
7149;8.300000
7149;8.300000
7149;8.500000
7149;6.200000
7149;10.500000
7149;3.700000
7149;5.900000
7149;3.900000
7149;8.400000
7149;7.500000
7149;4.500000
7149;8.700000
7149;11.400000
7149;8.400000
7149;6.900000
7149;11.000000
7149;2.800000
7149;7.400000
7149;10.200000
7149;6.800000
7149;10.300000
7149;9.300000
7149;12.400000
7149;-0.700000
7149;6.000000
7149;9.800000
7149;5.000000
7149;4.000000
7149;-1.600000
7149;-0.100000
7149;10.400000
7149;11.800000
7149;11.300000
7149;10.500000
7149;8.500000
7149;6.300000
7168;9.900000
7168;8.600000
7168;6.700000
7168;6.700000
7168;8.100000
7168;6.500000
7168;1.100000
7168;11.200000
7168;6.400000
7168;4.100000
7168;6.600000
7168;7.500000
7168;4.500000
7168;6.000000
7168;10.000000
7168;-1.500000
7168;8.500000
7168;0.600000
7168;5.700000
7168;11.400000
7168;-1.200000
7168;6.500000
7168;6.500000
7168;8.300000
7168;8.800000
7168;6.700000
7168;6.400000
7168;11.200000
7168;2.800000
7168;3.600000
7168;6.600000
7168;9.000000
7168;6.900000
7168;10.900000
7168;-2.800000
7168;7.400000
7168;6.700000
7168;11.400000
7168;2.500000
7168;7.000000
7168;13.900000
7168;9.700000
7168;8.200000
7168;5.800000
7168;11.700000
7168;6.600000
7168;9.500000
7168;7.400000
7168;7.200000
7168;7.600000
7168;7.800000
7168;2.000000
7168;10.300000
7168;-1.300000
7168;-0.700000
7168;5.600000
7168;10.500000
7168;9.000000
7168;7.600000
7168;5.200000
7168;10.900000
7168;12.600000
7168;6.100000
7168;6.500000
7168;7.700000
7168;3.400000
7168;9.600000
7168;-1.900000
7168;5.200000
7168;12.500000
7168;12.200000
7168;8.500000
7168;10.600000
7168;8.100000
7168;0.400000
7168;10.500000
7168;-2.900000
7168;11.400000
7168;5.900000
7168;7.700000
7168;2.100000
7168;7.500000
7168;0.400000
7168;0.700000
7168;7.100000
7168;9.600000
7168;3.100000
7168;9.700000
7168;11.200000
7168;7.800000
7168;4.000000
7168;7.700000
7168;2.600000
7168;2.900000
7168;4.400000
7168;8.700000
7168;11.200000
7168;9.200000
7168;13.600000
7168;11.300000
7168;9.100000
7168;6.300000
7168;4.800000
7168;11.800000
7168;7.000000
7168;9.400000
7168;7.000000
7168;1.600000
7168;0.800000
7168;8.100000
7168;-2.100000
7168;6.400000
7168;1.600000
7168;-1.300000
7168;7.200000
7168;12.000000
7168;9.800000
7168;3.800000
7168;3.700000
7168;7.700000
7181;1.500000
7181;4.600000
7181;9.800000
7181;-1.000000
7181;1.600000
7181;2.200000
7181;6.000000
7181;4.200000
7181;5.800000
7181;8.700000
7181;-1.100000
7181;4.800000
7181;6.100000
7181;6.000000
7181;7.700000
7181;6.100000
7181;6.200000
7181;-0.600000
7181;5.900000
7181;1.100000
7181;5.100000
7181;-1.800000
7181;2.100000
7181;5.300000
7181;7.000000
7181;5.400000
7181;2.100000
7181;8.700000
7181;7.200000
7181;7.900000
7181;2.900000
7181;5.500000
7181;-1.100000
7181;-0.200000
7181;-2.000000
7181;9.500000
7181;9.100000
7181;2.800000
7181;6.800000
7181;4.600000
7181;1.500000
7181;3.900000
7181;7.500000
7181;3.900000
7181;6.300000
7181;4.800000
7181;-0.600000
7181;3.000000
7181;6.700000
7181;9.200000
7181;5.600000
7181;7.800000
7181;5.500000
7181;7.400000
7181;-2.000000
7181;4.200000
7181;7.500000
7181;8.400000
7181;4.400000
7181;2.700000
7181;3.400000
7181;4.100000
7181;2.300000
7181;2.300000
7181;9.600000
7181;3.000000
7181;3.700000
7181;3.100000
7181;3.600000
7181;6.100000
7181;0.700000
7181;10.000000
7181;9.400000
7181;11.300000
7181;9.800000
7181;1.800000
7181;5.800000
7181;1.800000
7181;4.400000
7181;-0.300000
7181;5.100000
7181;-2.100000
7181;3.300000
7181;10.400000
7181;12.400000
7181;9.900000
7181;2.500000
7181;12.500000
7181;2.000000
7181;2.200000
7181;4.300000
7181;5.200000
7181;7.500000
7181;0.600000
7181;4.500000
7181;9.500000
7181;5.100000
7181;7.600000
7181;0.000000
7181;-2.000000
7181;5.900000
7181;8.300000
7181;6.500000
7181;-1.500000
7181;2.800000
7181;3.800000
7181;3.700000
7181;8.300000
7181;2.300000
7181;5.800000
7181;3.600000
7181;3.800000
7181;3.300000
7181;7.400000
7181;9.400000
7181;-0.800000
7181;4.600000
7181;7.400000
7181;10.500000
7181;4.200000
7190;2.200000
7190;-1.600000
7190;-0.600000
7190;4.700000
7190;5.900000
7190;0.200000
7190;4.700000
7190;3.300000
7190;4.200000
7190;10.500000
7190;6.200000
7190;11.100000
7190;-1.500000
7190;8.600000
7190;6.900000
7190;11.500000
7190;-0.300000
7190;-1.000000
7190;-1.500000
7190;-0.700000
7190;-1.900000
7190;8.500000
7190;6.200000
7190;8.900000
7190;0.400000
7190;8.200000
7190;2.500000
7190;9.800000
7190;7.300000
7190;0.200000
7190;-0.600000
7190;7.200000
7190;-1.300000
7190;4.200000
7190;-0.200000
7190;7.500000
7190;9.600000
7190;0.900000
7190;4.300000
7190;7.100000
7190;6.600000
7190;12.200000
7190;4.700000
7190;4.600000
7190;10.900000
7190;3.700000
7190;0.100000
7190;12.800000
7190;11.200000
7190;1.200000
7190;9.100000
7190;-0.200000
7190;2.900000
7190;6.800000
7190;1.700000
7190;8.500000
7190;2.200000
7190;5.600000
7190;-1.500000
7190;-0.800000
7190;9.900000
7190;-2.700000
7190;8.300000
7190;13.500000
7190;0.300000
7190;5.000000
7190;4.300000
7190;4.300000
7190;7.000000
7190;1.000000
7190;6.100000
7190;-0.600000
7190;0.200000
7190;7.400000
7190;0.400000
7190;1.000000
7190;-0.200000
7190;6.800000
7190;4.900000
7190;5.500000
7190;-1.100000
7190;-1.600000
7190;5.100000
7190;4.200000
7190;7.700000
7190;6.100000
7190;10.600000
7190;9.600000
7190;4.300000
7190;9.600000
7190;5.400000
7190;-1.200000
7190;7.200000
7190;-0.100000
7190;3.000000
7190;-1.400000
7190;3.800000
7190;5.500000
7190;9.300000
7190;-0.300000
7190;8.800000
7190;7.400000
7190;11.600000
7190;0.000000
7190;-1.000000
7190;8.800000
7190;4.700000
7190;10.000000
7190;7.200000
7190;8.100000
7190;7.400000
7190;1.600000
7190;-3.400000
7190;8.200000
7190;7.600000
7190;2.700000
7190;8.300000
7190;10.300000
7190;5.800000
7190;4.100000
7207;11.200000
7207;12.600000
7207;10.400000
7207;7.400000
7207;11.900000
7207;12.300000
7207;10.700000
7207;11.000000
7207;10.900000
7207;12.800000
7207;8.800000
7207;6.200000
7207;11.300000
7207;10.700000
7207;7.400000
7207;11.900000
7207;11.300000
7207;12.100000
7207;11.700000
7207;7.600000
7207;14.200000
7207;10.800000
7207;10.000000
7207;12.200000
7207;13.000000
7207;10.800000
7207;10.600000
7207;13.300000
7207;9.400000
7207;11.500000
7207;11.600000
7207;11.100000
7207;13.500000
7207;12.500000
7207;11.900000
7207;10.700000
7207;11.900000
7207;9.000000
7207;5.700000
7207;12.000000
7207;11.900000
7207;5.900000
7207;11.900000
7207;11.700000
7207;10.900000
7207;11.200000
7207;10.300000
7207;9.600000
7207;11.900000
7207;13.600000
7207;12.200000
7207;11.700000
7207;11.600000
